novel_author,novel_introduction,novel_name,novel_redu,novel_shoucang,novel_startdate,novel_status,novel_tag,novel_updatedate,novel_url,novel_zishu 
Recovez,"来自未来的精神，禁锢在身体的记忆，来自一次重生却毫无起始的感觉，仅此而已。继续着反复的日常，重复着重复的事情，人生再次，有何意义



踏上，寻找名为世界的永恒之路",仍.空.未.终,9.2万,33,2016-09-24 16:35,"
                        
                            连载中                    ",日常|校园,2016-09-25 13:26,http://www.linovel.net/book/101185.html,4128
一言,"闲来无事写的短篇，关于没有名字的怪物这个东西，事实上是浦泽直树原创的一个绘本，而这个故事严格来说，也就是借用了这个梗的外壳而已。写法貌似相当不负责任的样子？嘛，请随意解读或者理解吧。
貌似说了很多没用的废话，那么开始简介好了。
诶。
突然发现
要是写出简介就太没意思了。
那么……
可以的话，就请开始吧。



「这个家里的所有地方你都可以去，但是只有地下室不能去。」

「为什么？」

女孩只是面无表情地说着，我的身体却不自主地抖了一下。

「有个无名的怪物住在地下室，爸爸就是被它给吃了。」


",有个无名的怪物住在地下室,12.3万,53,2016-09-25 18:35,"
                        
                            已完结                    ",恐怖|悬疑,2016-09-25 18:43,http://www.linovel.net/book/101189.html,1.4万
雨唯任日向守鸣凰,"当全世界的雄性生物都死光了之后，仅存的七个幸存者与各类软妹的恋爱日常喜剧。
“什么？当所有妹子的国王？”
“嗯！我可不能贪心的独占你呢！”
“**个**，饶了我吧！”",极乐,9.1万,34,2016-09-11 23:37,"
                        
                            连载中                    ",恋爱|搞笑|日常,2016-09-25 20:36,http://www.linovel.net/book/101134.html,2112
雨梳云烟,"在广阔的绫川大陆上，有一种遍布世界各地，任何国家和城市都必不可少的，名叫酒馆的建筑物。
  在那里，有来自五湖四海，鱼龙混杂、三教九流的客人们。
  在那里，流传着各种各样，跌宕起伏、惊心动魄的传奇故事。
  当然，在那里，更加少不了那一杯杯散发着浓郁香气的美酒以及令人垂涎欲滴的美味佳肴。
  这就是酒馆，如同生活在绫川大陆的大部分人一样，平凡而又伟大。
  历史的滚滚长河奔流不息，而就在这小小的酒馆里，所谓英雄们的传奇即将拉开帷幕。
  一杯酒，故事开始。",我有故事，你有酒吗？,9.6万,54,2016-09-20 21:56,"
                        
                            连载中                    ",幻想|异界|搞笑,2016-09-26 09:51,http://www.linovel.net/book/101172.html,5048
三日月待宵,"不是……不要误会。
我不是只说妖怪小说，也不是针对日本背景的国轻，
我是说，
在座的各位，
都是厕纸。",故事系列,15.5万,79,2016-05-13 17:28,"
                        
                            连载中                    ",妖怪|妹控|悬疑|第一回轻小说新人赏 长篇,2016-09-26 13:56,http://www.linovel.net/book/100264.html,4.1万
结束就是结束？,在一个没有法律之世界，信良君想要犯罪真是困难啊,信良君想犯罪,8.9万,35,2016-09-26 12:49,"
                        
                            连载中                    ",校园|伪娘,2016-09-26 16:16,http://www.linovel.net/book/101190.html,1万
一床被子,"Imaginary Reality，想象模拟技术，简称IR。
是一种绕过我们的肢体与感官，直接将信息作用于大脑的模拟现实技术。
依托于这种技术，一款在梦境中进行的RPG游戏被开发了出来——【梦境RPG】
一个每天碌碌无为的上班族，他唯一的娱乐活动，就是进入梦境以后……
在这个游戏里面作弊！
一个不是很搞笑也不是很悬疑当然更不会很热血的故事就此展开了。",梦境游戏,11.4万,59,2016-09-26 19:41,"
                        
                            连载中                    ",异界|搞笑,2016-09-26 20:06,http://www.linovel.net/book/101191.html,6.8万
90star枫夜,"你有没有想象过某一天成为另一个人然后活下去？
开始一段全新的人生也许會有好事发生。
一场车祸，让他死去，也让他成为了她......
在成为她后才开始渐渐得了解这位校园女神的所有，原来这个女神也不过是个普通人罢了......",我在女神的身体里,11.9万,125,2016-09-15 20:40,"
                        
                            连载中                    ",恋爱|校园|伪娘,2016-09-26 22:42,http://www.linovel.net/book/101153.html,2.1万
石斑鱼,被一本书带到异世界的郑仓松，没有赋予的能力，没有高贵的身份，但是也没有带有恶意的敌人，但是仓松还是要去拯救世界，虽然来得有点早，那就开始在这个异世界过日子吧。,七世界,10.2万,48,2016-08-09 21:42,"
                        
                            连载中                    ",战斗|异界,2016-09-27 21:41,http://www.linovel.net/book/100961.html,1.3万
墨色鹏鸟,某一天，本大人与一位少女邂逅了，然后，为了这位少女，我变成了抖M,背负罪恶的少女与抖M的本大人,9.5万,33,2016-09-27 17:43,"
                        
                            连载中                    ",搞笑|后宫|节操,2016-09-28 20:04,http://www.linovel.net/book/101197.html,8017
無聊之人,"異類，總是受到人們的排斥
這是無解，且毫無來由的
他們，只有兩個選擇，隱藏或者反抗
這是一個異類與世界相互對抗的故事
在此向好笑、恐怖、殘酷、唯美的B.A.D事件簿獻上愛意",黑色編年史,10.9万,31,2016-09-21 20:40,"
                        
                            连载中                    ",搞笑|恐怖,2016-09-29 20:25,http://www.linovel.net/book/101178.html,1.6万
不会飞的咱,"叶影天在路上快速的跑着，后面追逐的仿佛是那些拥有奇形怪状之称的混沌。
“啊啊啊啊啊，我的本命居然成了我的小姨子！！！”",穿越到异世界的我和邪神做起了好朋友,11万,49,2016-09-11 03:05,"
                        
                            连载中                    ",异界|同人,2016-09-15 11:47,http://www.linovel.net/book/101131.html,8205
无毁湖光,"这是个被诅咒的世界。
不知道源头，也不见其终端。
人的怨念，受诅咒者，咒印，三种条件下构成了诅咒这一现象。
诅咒是可怕的。
紧紧抓住受诅咒者的心理，阻碍其所渴望得到的一切。
诅咒是延续的。
扎根于血脉之中，血脉不断，诅咒不止。
诅咒是可解的。
至今尝试者借因诅咒而死。
身为解咒师的易星，走在解除诅咒的旅途中。
每一次，都是新的开始。
每一次，都有人在哭泣。
每一次，都发出了感叹。
啊……好累……没有屁股先锋我要死了……",渴望友谊的解咒师,9.9万,66,2016-09-04 19:00,"
                        
                            连载中                    ",幻想|后宫,2016-09-15 20:24,http://www.linovel.net/book/101117.html,2.1万
随风木易,"女神寄给我一个世界，但我却被这个世界的公主收为了奴隶，并且强行带到了异世界，开始了一段不为人知的辛酸史。
“等等？难道我不该是众人敬仰的神之子吗？”
“你这下等奴隶，闭嘴。”
“不，我要抗争。”
“难道你想尝试一下我的魔法吗？”
“小的知错了，愿意当牛做马，就是舔脚也可以。”
“舔脚？那是什么。”
“这是我们世界奴隶向主人表示忠诚的一种方法。”
“哦，哦。”
……",不一样的魔法世界,10.8万,56,2016-08-11 21:39,"
                        
                            连载中                    ",异界|搞笑|后宫,2016-09-15 21:02,http://www.linovel.net/book/100981.html,2.4万
wolflice,"一个发生在暑假的故事
对友情并不感冒的咸鱼少女终于交到人生中的第一个朋友，却又要面临重大的考验。
",Schneewittchen,9.2万,33,2016-09-16 06:56,"
                        
                            连载中                    ",日常,2016-09-16 13:21,http://www.linovel.net/book/101154.html,4659
砒砒砒霜,"一如既往平和的木精灵首都，阿伦戴尔。
这次却迎来了大骚乱，已经被确认讨伐完全百年之久的魔王重新出现。
弱小而善良的少年，偶遇了自称无条件保护自己的吸血鬼萝莉，接着又被拉入讨伐魔王为目标的人类、精灵、诅咒之子联军中。
是个交织着友情和羁绊的，欢笑和泪水的，讨伐魔王的故事。

——我想，让这个世界变得没有悲伤，没有痛苦，没有仇恨。
——即使，这一切的悲伤、痛苦、仇恨都交由你来背负也不后悔？
——是的。
——交易成立，从天而降的赤色流星雨即是见证，请将你的愿望全数说出。愿望越大，付出即会越大。请多加考虑。
名为以初的少女面无表情地回应着。",赤色的流星雨,18.2万,92,2016-05-20 02:07,"
                        
                            连载中                    ",幻想|战斗|恋爱,2016-09-16 14:02,http://www.linovel.net/book/100333.html,6.6万
废喵,"这个世界，人如果没有梦想，岂不是咸鱼一条？

咸鱼么？如果自己梦想就是摆脱这个世界，又该怎么办

抱着这个想法，雷哲穿越到异界开始了冒险者生涯。",青叶,9.4万,35,2016-09-11 21:57,"
                        
                            连载中                    ",战斗|异界|妹控,2016-09-16 15:49,http://www.linovel.net/book/101133.html,2.4万
冲破次元屏障的地狱之火,什么我是魔王“魔王陛下不好了勇者杀来了”啊为什么别人穿越到异世界是成为勇者坐拥后宫，为什么我就是个给勇者送经验的，对了要不我投降算了。为了美好的明天努力吧魔王。,我到异世界当魔王,14.1万,143,2016-07-03 22:43,"
                        
                            连载中                    ",异界,2016-09-18 00:21,http://www.linovel.net/book/100745.html,1.2万
huixvanlizi,"存在着神族，魔族，吸血族，人族，妖精族..的异世界上，存在着一个名为神基的城市。
背负着命运诅咒的少年，妄图推动神基市政府从政，组建特务机构的大叔。
诸神尸骸，浮空古城，神魔之争，寄生吸血鬼。
幻想就此开始。",本源漩涡的陷入者,11.1万,40,2016-08-04 03:31,"
                        
                            连载中                    ",幻想|战斗,2016-09-19 05:08,http://www.linovel.net/book/100933.html,8558
木灰唉唉唉,"治愈治愈。
恋爱恋爱。
技巧技巧。",起始末夏,11.2万,53,2016-09-03 20:28,"
                        
                            连载中                    ",日常|校园,2016-09-19 21:20,http://www.linovel.net/book/101113.html,2.7万
Narrator,樱花纷飞时，我与你的相遇终会到来。,落樱时节的相遇,11.9万,50,2016-04-25 13:37,"
                        
                            连载中                    ",恋爱|日常|第一回轻小说新人赏 长篇,2016-09-20 20:11,http://www.linovel.net/book/100205.html,3万
青竹子,同@夏川いたる 之间关于长着大鸡鸡的玛丽苏的对决！,插花,13.2万,56,2016-09-20 22:25,"
                        
                            连载中                    ",恋爱|治愈|伪娘,2016-09-20 22:35,http://www.linovel.net/book/101173.html,6607
冬姬,"（喜欢兄妹恋百合恋的人快进来吧❤！）
跟妹妹恋爱，结婚，生小孩，这是很正常的吧❤！？
跟妹妹天天湿吻，拥抱，这是很正常的吧❤！？
环绕在身边可爱的女孩们都是百合！这些都是妹妹的后宫！？
在魔法师当权的世界，生在公爵家的哥哥与很可爱很美，娇美到不可一世的（巨乳）美少女妹妹，遗传到了家族独特的控血能力——血之魔法的兄妹俩人，突然遭到了恐怖分子的袭击，为了热爱的帝国，开始了一场魔法战……
（这本书是两人一心一意的兄妹恋，会述说兄妹俩人恋爱，交往，结婚的过程❤！）",爱上妹妹的哥哥热爱帝国的妹妹,21.5万,257,2016-08-29 13:11,"
                        
                            连载中                    ",幻想|恋爱|百合,2016-09-21 11:51,http://www.linovel.net/book/101085.html,9.9万
hayashibara,总之呢，这是一个在除了现实生物外还有着神族，魔族和各种异族的类似平行世界里的世界里主人公与别的团体之间你骗我、我骗你互相欺骗和战斗着的故事，目前就是这样吧。,黑之月,10.1万,35,2016-06-18 22:29,"
                        
                            连载中                    ",战斗|超能力|第一回轻小说新人赏 长篇,2016-09-21 22:15,http://www.linovel.net/book/100614.html,24.8万
空离洛,"      迅猛的剑击，斩断敌人一切幻想；由残存的白色剑影组成的光带，漂浮在敌人周围；在最后一击时，清掉敌人几乎百分之百的血条；然后甩了甩剑上根本不存在的血液，并把其插入剑鞘。
　　完成以上动作就算完事了吗？然而并没有，还需要轻蔑一笑，以表示这场战斗毫无压力。
",死亡乐奏DMO,10.7万,64,2016-06-29 00:10,"
                        
                            连载中                    ",幻想|战斗|日常,2016-09-22 12:00,http://www.linovel.net/book/100700.html,7.9万
天上之昨,"鎮守魔王塔的史萊姆自述…這就是介紹了啊？(笑)
簡單明暸，心血來潮字數不多的短篇，各位看完點個收藏就好了
順便安利一下自家作品《轉世的轉生旅程》ヽ(✿ﾟ▽ﾟ)ノ
",鎮守魔王塔的史萊姆自述,10.5万,43,2016-09-22 13:29,"
                        
                            已完结                    ",幻想|搞笑,2016-09-22 13:50,http://www.linovel.net/book/101183.html,2690
绯夜氏,开学第一天，新来的转校生就对我说：“我要去挑战这里的黑帮老大——‘黑之王’！你来帮我吧！”喂，开什么玩笑啊，你只是个普通的女孩子，而我只是个普通的宅男啊！虽然很不愿意，但我不得不肩负起看管转校生的责任……,一介宅男才不会谈恋爱,9万,40,2016-09-21 19:29,"
                        
                            连载中                    ",战斗|恋爱|校园,2016-09-22 18:54,http://www.linovel.net/book/101176.html,5544
异彩_一莛白目,吃货大学生赵天吾是一个各个方面都很普通的人，包括家境和外貌。他发誓要吃遍这个世界上的所有美食并成为一名优秀的美食家。可是，因为他对和吃美食所需要的金钱这让他的梦想看起来似乎遥不可及。不过他努力在力所能及的范围内品尝美食，然后给杂志社投美食评论稿，打各种零工来积攒慢慢实现梦想需要的钱。,抖S甜舌猫与抖M的我（原作）,10.1万,68,2016-08-19 17:00,"
                        
                            连载中                    ",搞笑|校园,2016-09-07 11:15,http://www.linovel.net/book/101031.html,5.6万
异彩_萌菌,人类对于科技的发展已经到达了一个极限饱和的状态，所以在2115年11月17日的这一天人类终于决定实施对于全人类都是一个福音的——‘零计划’。,零计划（原作）,10.5万,60,2016-08-19 17:10,"
                        
                            连载中                    ",幻想|战斗,2016-09-07 11:51,http://www.linovel.net/book/101032.html,2.9万
樹海,"魔王打開魔道，瞬間將人間收為己用，王國皆無人可擋。
憐憫煉獄人間的精靈族，將精靈之主賜與少部分倖存之人。
鎮魂姬的職責便是安撫為了守護村莊或城鎮而疲累的精靈之主。",異世界鎮魂姬,12.2万,40,2016-08-19 03:38,"
                        
                            连载中                    ",幻想|异界,2016-09-07 12:21,http://www.linovel.net/book/101021.html,4.9万
花下荆棘,"睁开你红宝石般的眼眸
用你那锐利如刀的目光
看破那遮蔽真相的阴霾
你的命运已经由此展开
拉开遮蔽阳光的窗帘
让光明照亮你的内心
以此看清这世界的黑暗
命运的齿轮已由此转动
踏上宿命的火车
发动命运的车轮
抛弃曾经的无知与迷茫
正式步入这世界的黑暗
与永夜一族的厮杀才刚刚开始
你已经无法回头，也无法逃避
你唯一能做到的……只有面对
光明中的皇族
暗影中的武者
他们将为你指明方向
为你踏平载途的荆棘
你唯一要做的
就是点燃心中的信念
握紧手中神圣的利刃
在皇族的指导下
在武者的引领中
勇往直前",白昼幻想·红月,19.9万,85,2016-03-28 14:00,"
                        
                            连载中                    ",幻想|战斗|校园|第一回轻小说新人赏 长篇,2016-09-07 13:51,http://www.linovel.net/book/100102.html,5.1万
木灰唉唉唉,"  躲过瘟疫的少年，成为雇佣兵三年之后，故事就从这里开始。
  这是繁华王国衰落混乱的史册，这是少年的传奇。",王者传说,12.2万,55,2016-09-02 19:03,"
                        
                            连载中                    ",幻想|战斗|异界,2016-09-08 22:07,http://www.linovel.net/book/101107.html,3.1万
笑活子,"一时兴起的故事。
开始旋转！",轮椅侦探的偶像,12.4万,51,2016-09-09 13:29,"
                        
                            已完结                    ",恋爱|妹控|偶像,2016-09-09 13:30,http://www.linovel.net/book/101126.html,5579
爱丶零号,"当灾难来临的时候——
光影星与地球交融了，光星的天使，影星的恶魔，构成了协调的光影协奏曲。
利益与贪婪，无尽的邪恶，光与影的世代相杀。
恶魔终于开始变异，露出了凶恶的爪牙。
死斗！
为了守住人类最后的文明，无数的少年少女们坚定来到圣岛，成为了圣路易斯驱魔学院的一员。
而此刻，从堕落的地狱般里所走出，手背上带着黑色纹印的少年，为了亲人死去的真相，而来到这所学院。
以及——
为亲人的病情而努力的北欧女孩，一心寻找记忆中的最深处的栗发公主，还有一同被丢入无尽深渊，追寻神的足迹而来的武士少女。
驱魔VS堕星，人类两大集团的斗争。
这一次，人类该如何做选？是放弃抵抗，被恶魔所吞噬，还是寄希望于最后的圣力？
——光与影交错之时，答案揭晓之日。

——“我想要看那晚的樱花，好吗？”
——“你想看多久可以哦。”
——“我不要永远，现在，就够了。”
",黑纹的圣之驱魔师,18.3万,172,2016-07-07 16:31,"
                        
                            连载中                    ",战斗|校园|超能力,2016-09-11 15:53,http://www.linovel.net/book/100769.html,12.1万
异彩_DreamEnd,由于交换规则的解禁。世界变成了谁都可以利用天平，有价值的人会变得更加有价值，而没有价值的人只能被掠夺的残酷世界。,世间财富尽在于手（原作）,11.5万,100,2016-08-19 17:17,"
                        
                            连载中                    ",战斗|异界,2016-09-12 14:49,http://www.linovel.net/book/101033.html,5.7万
异彩_游王子讴歌,"在这个蒸汽与电力交替发展的世界上，生存着普通人与具备异能力的“异能士”。 当过去与现实连接，使命和预言重合，当普通人与异能士相遇时，世界的混沌开始加速。

奇光异彩轻小说版权所有。",结社,10.8万,43,2016-08-19 18:11,"
                        
                            连载中                    ",战斗|异界,2016-09-12 14:50,http://www.linovel.net/book/101041.html,6万
异彩_夕木夕木九号,现在，是由“运”决定一切的时代——拥有强力魔法者将受尊敬，而在“抽选”中获取令自己进化的卡片，则是普通人获得魔法的唯一途径。 在这样的时代，具有魔法天赋的人们拥有“认定者”的头衔。其中最高等级的被称为“3S”级别的认定者。,SSS级超稀有种族认定者,11.5万,67,2016-08-19 18:05,"
                        
                            连载中                    ",幻想|校园,2016-09-12 15:09,http://www.linovel.net/book/101039.html,7.6万
回世,守一只是一个普通的落榜考生，因为某些“机缘”穿越到异世界。。。。。。,守一的异界战记,8.9万,38,2016-09-12 14:34,"
                        
                            连载中                    ",幻想|异界,2016-09-12 20:11,http://www.linovel.net/book/101136.html,4310
泽野翔,"“只要能和你在一起，即便和全宇宙为敌，我也一样赢给你看！”
    本人扛过枪，下过乡，砍过怪，杀过人，就是没有恋过爱......每天看着莫名其妙的人生赢家过着各种妹子，青梅竹马等等环绕的后宫生活，我的心在滴血，神啊，也赐予我修罗场的考验吧！实在不行，我只能去挖人生赢家的墙角了。",逆袭！我与人生赢家的“战争”,39.9万,567,2016-03-23 16:27,"
                        
                            连载中                    ",战斗|校园|后宫|第一回轻小说新人赏 长篇,2016-09-13 00:56,http://www.linovel.net/book/100031.html,24.1万
第一话,"网易手游《阴阳师》同人轻小说。
平安时代，鬼怪盛行，随着阴界裂缝的打开，大阴阳师安倍晴明的日常也逐渐被打破······偶遇的失忆少女，不死之身的占卜师，法力强大的武士······黑暗中不安的躁动，阴阳两界逐渐失衡，名为“和平”的结界正在松动，有什么力量正在一点点蚕食着京城往昔的安宁，一场关于阴阳师的战斗已经开启......",阴阳师之平安京物语,43万,207,2016-08-01 16:39,"
                        
                            连载中                    ",战斗|妖怪|同人,2016-09-13 16:57,http://www.linovel.net/book/100919.html,12万
雨唯任日向守鸣凰,当一切都被摧毁之后，你还能为自己创造什么？,【短篇】墙中之狮,15.6万,85,2016-06-11 21:34,"
                        
                            已完结                    ",恐怖|悬疑|第一回轻小说新人赏 短篇,2016-09-14 11:28,http://www.linovel.net/book/100548.html,8103
我想要一只猫,"  偶然尼古拉斯遇见了非凡人之间的一场战斗，并意外在其中获得了“自然之神”的力量。这力量的负面影响却让他在人类阵营遭受驱逐，后来遇见的一位神秘少女让他得知这世界并不止只有他一个“异常”。于是，他决定用他的力量，寻找并记录这个世界的“异常”。

                         “伦莫诺斯这个看似祥和的世界，背面却是常人不能触碰的黑暗。”
——《伦莫诺斯游记》尼古拉斯",Parallel:会记录这个不会黑暗太久的世界,9.4万,45,2016-04-23 12:02,"
                        
                            连载中                    ",幻想|战斗|异界,2016-09-14 13:08,http://www.linovel.net/book/100200.html,5.1万
机智的君君酱,当五河士道和精灵交换身体时——会发生什么样有趣的事情呢？,DATE·A·LIVE,21.2万,122,2016-08-19 14:17,"
                        
                            连载中                    ",同人,2016-09-14 14:36,http://www.linovel.net/book/101024.html,3.6万
dell,"在凡尔纳学院一年一度的斗技赛上，一位临时入校的三年级学员给本来火热的比赛上加了一把火。
人的欲望。
人的人生。
人的历史。
都在这里发生了重大转变。",天使之尘,11.5万,40,2016-07-26 11:23,"
                        
                            连载中                    ",幻想|战斗|悬疑,2016-09-05 08:06,http://www.linovel.net/book/100892.html,5.9万
异彩_佐仓杏子,“节日”在现今已经成为欢快的代名词。人们听到节日第一反应就是能够获得愉快休息玩耍的日子。然而真正的节日起先都是为了纪念某一事件或者人物而进行设立的。但是这些事件与人物在某种程度上来说却不是能够用欢快来进行形容的。故而古有节日亦被称为劫日之说。古时的端午节，是用于纪念投江身亡的屈原而设，每年的新年则是为了庆祝人们赶走了凶暴的年兽而设。如此总总，并且因为劫日都是对于过去的纪念，所以其实每年这个时候，被纪念的总总事件与人物都会在这一时间点进行所谓的“重设”，让人们再次体验当时的绝望。但是现在每到节日却出现一片欣欣向荣的景象，这一切的一切都是因为一群活跃在劫日当中为现世之人带来节日的人们。他们被人们奉称为“节渡使”,节渡使,9.4万,37,2016-08-19 16:52,"
                        
                            连载中                    ",幻想|战斗,2016-09-05 11:05,http://www.linovel.net/book/101030.html,3.2万
qiguang,"人类三次登录了火星，然而最后均以失联告终。于是第四次火星登录开始了，第四次登录的一行人将会在火星上如何揭露火星美少女们的秘密呢？才不会告诉你。。。
原作：安夕夏(qiguang)",火星的完全征服,11.4万,47,2016-08-16 18:05,"
                        
                            连载中                    ",异界|搞笑,2016-09-05 11:10,http://www.linovel.net/book/101005.html,4.4万
慕容风sama,"没有人总是正确的，也没有永远的答案
所以，无论犯下什么错误，我都会原谅你
蹂躏我的身体吧。
割断我的脖颈吧。
击碎我的头骨吧。
刺穿我的双眼吧。
将我彻底的毁坏吧。
我在下一个世界等你。
不要驻足不前，我在下一个世界等你。
在这个世界死掉也没有关系，我一定会在下一个世界再次爱上你。", 坏掉的世界，腐烂的你,11.1万,48,2016-09-02 19:04,"
                        
                            连载中                    ",幻想|战斗|悬疑,2016-09-05 17:46,http://www.linovel.net/book/101108.html,2.1万
悠人,不良学生齐藤君迎来了人生大危机，学院理事长给予他最后的机会，他要得到整个高二学生所有的签名才能免去被开除的命运，男生那边关系不错，但是女生那边却被认为女生公敌？这将是不能妥协的校园“斗争”？,不良齐藤君不想被开除,10.4万,49,2016-09-05 08:57,"
                        
                            连载中                    ",搞笑|校园|后宫,2016-09-05 20:36,http://www.linovel.net/book/101119.html,2510
风之名,突然的震动，获得未知的能力，穿越异世界，完成系统任务。,光之响,10.6万,50,2016-08-26 13:53,"
                        
                            连载中                    ",幻想|异界|超能力,2016-09-05 23:38,http://www.linovel.net/book/101072.html,5.7万
钻在姐姐裙底的哈露酱,"S市金融大亨次子陆离。母亲为父亲第三位情人。法国出生，成长。
中德混血，母亲为一名普通舞者，与其父建立平等的情人关系
。成年后回国。15岁被巴黎中央理工学院数学系录取，三年后退学回国。创立了‘figure fight’，网络科技公司。成为S市第一批开拓网络智能产品的先驱。并且大获成功，因其敏锐的商业嗅觉及果敢的行事风格被业内称为“狩猎者”。",狩猎者,11.1万,40,2016-08-31 16:16,"
                        
                            连载中                    ",恋爱,2016-09-06 17:16,http://www.linovel.net/book/101098.html,1.3万
凛冽式,"[心跳，已然奏响于境界线彼岸了。]
在遥远的未来，经历[终末纷乱]的幸存者们，将人类的命运与传闻中境界线彼岸的乐土(Nirvana）联结起来，在多次倾力探索却一无所获后，怀揣着各自的信念与决意，走在了相互平行的道路上。
以彼岸为交互点，以充斥着[原煞]与[式流]的[沉沦旧世]为舞台，国家体制学院间的纷争就此拉开帷幕。
",彼岸的心跳,49.4万,598,2016-06-14 02:59,"
                        
                            连载中                    ",幻想|战斗|恋爱|第一回轻小说新人赏 长篇,2016-09-06 18:15,http://www.linovel.net/book/100567.html,20.4万
伤酱,比上条当麻还不幸的少年在前往补习班的路上突然间就被召唤到了异世界并且成为了勇者？一心想要回到原来的世界去照顾妹妹的少年被卷进了异世界的许多事情中去，本以为这只是魔王的阴谋，然而实际上幕后的真相是——？,阿尔诺茨的勇者,15.1万,118,2016-06-14 19:06,"
                        
                            连载中                    ",幻想|异界|妹控,2016-09-06 18:53,http://www.linovel.net/book/100569.html,9.7万
异彩_清伞,穿越成一国皇后的我明明只想专心经商安静数钱却被周旋在众多高帅富间沦落为女屌丝们的众矢之的,第一商贾皇后,12.1万,45,2016-08-19 17:58,"
                        
                            连载中                    ",乙女,2016-09-07 10:20,http://www.linovel.net/book/101038.html,3.3万
异彩_老莫,民国1936年，军阀混战结束不久，各路占山为王。势力割据明显，上海滩水浅王八多，遍地是大哥。但是就在这乱世之中却游走着一位济世之人。,凌世医宇,10.3万,42,2016-08-19 17:39,"
                        
                            连载中                    ",幻想|超能力,2016-09-07 10:22,http://www.linovel.net/book/101035.html,4.6万
异彩_老莫,默默无闻的丰收大学大学生林柏豪表面上吊儿郎当，玩世不恭，其实是享誉华夏的武林门派“北冥派”，师承宗门的第365代大弟子，并且肩负着门派统一的重担。,北冥有鱼，其名为？,10.8万,42,2016-08-19 17:44,"
                        
                            连载中                    ",战斗|校园,2016-09-07 10:24,http://www.linovel.net/book/101036.html,4.1万
异彩_长弓手地鼠,陈科是个22岁的普通网络人，对于他而言生活就像是一碗早已经让人麻木不仁的中药。而当一个奇怪的梦之后，他发现他的身体里接出来了一根数据线。之后他的世界发生了天翻地覆的变化。。。,醒来发现我长了根数据线,10.8万,51,2016-08-19 17:24,"
                        
                            连载中                    ",科幻|悬疑,2016-09-07 10:29,http://www.linovel.net/book/101034.html,2.9万
异彩_容玖灵,天降火雨第二文明世纪（仙人文明）灭亡。 （仙、妖）隐世而归，人类登上历史舞台。 一群自称为神的人族统治了世界，第三文明世纪（超能文明）出现。与此同时魔法文明穿越而来。,殿下，王妃又穿越了,10.1万,41,2016-08-19 17:49,"
                        
                            连载中                    ",异界|科幻,2016-09-07 10:54,http://www.linovel.net/book/101037.html,4.4万
异彩_Ashu,历年3795，人类帝国奥斯瓦德边界突然出现大量异族。精灵、兽人、矮人、夜魔、地灵，这5个本只存在于童话故事里的异族突然出现在人类领地边境，并不由分说地对人类发动了战争，而所有人都没有想到的是，这场战争竟持续了百年之久。,《于是，我对世界掀起了反旗》,9.7万,45,2016-08-19 12:38,"
                        
                            连载中                    ",幻想|战斗|异界,2016-09-07 10:55,http://www.linovel.net/book/101023.html,3.9万
异彩_侯一团,"传说，在海特大陆上有一个无恶不作的大魔王，他长相凶恶，爱吃小孩。
传说，魔王手下有19位门徒，他们凶残又贪婪，还喜欢到处为大魔王抓小孩。
传说，有一位勇士他帅气无比，英勇善战，他拿着勇者徽章打败了19位门徒，把大魔王封印在魔物之森。
传说，今天是封印大魔王的一百周年纪念日，大魔王就要醒来了。
传说，今天那位帅气无比、英勇善战的勇者传人就要来了。",勇者的故事应该/不应该是这样的,10.4万,42,2016-08-19 14:34,"
                        
                            连载中                    ",异界|搞笑,2016-09-07 10:55,http://www.linovel.net/book/101025.html,4.9万
buzhihuowu,"堕落的血族少年与自称是死神的少女在达成契约之后，开始了自己征服的旅程！
傲娇？女王？病娇？三无？天然黑？傲沉？毒舌？黑化？腹黑？小爷我统统都收了！
征服女王调教病娇什么的，你还是第一次听说吧！哈哈！",我的恋爱少女是死神？,12.5万,61,2016-08-24 10:57,"
                        
                            连载中                    ",战斗|恋爱|超能力,2016-08-29 11:11,http://www.linovel.net/book/101062.html,9.9万
猫耳荡漾,所以为什么 ，家里会有一只妖怪呢,白泽小姐无法辟邪！,9.7万,55,2016-08-25 16:45,"
                        
                            连载中                    ",战斗|搞笑|妖怪,2016-08-29 13:49,http://www.linovel.net/book/101066.html,2065
伊仁,"我天爾明明是身心健全的男子究竟為什麼成為了蘿莉控還穿起了女裝！！
你還是死心了吧～乖乖穿上（小舞
這所學校有多扯？這所學校是國高中女校混住宿制，進入學校的我為了實現自己蘿莉控笨蛋老爸對小紫的遺言成為學生會長，實際上一點也不合理的學校！！教官是由憲兵所擔任，校長是由一名前情報員的蘿莉舞敏雪擔任，其中我進入了這所學校最優質的班級聽起來相當不錯～
才怪！！我加入的科目是由一群蘿莉控組成的蘿莉科，老師經常遲到在國中校區偷拍蘿莉！！同學們妄想的另一半由先順序不是高富帥，而是五到十三歲的守備範圍！！
而我則因為某些原因也變成了一名女裝紳士哈哈哈....。
",蘿莉控改造教育科,10.9万,68,2016-08-03 23:08,"
                        
                            连载中                    ",校园|妹控|伪娘,2016-08-29 20:33,http://www.linovel.net/book/100932.html,1.5万
